Date,Site,Count
4/1/2019,N - North Mountain - 44-Tower Road,0
4/1/2019,N - Shaw Butte TH,175
4/1/2019,N -15th Ave - Yucca-Shaw Butte SW,74
4/1/2019,N-NM TOWER TR 44 REPL,
4/1/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/1/2019,RIO SALADO 2875 S. 7th Street SE,
4/1/2019,RIO SALADO 3201 S. 16th Street SE,
4/1/2019,RIO-16ST-SE-REPL,
4/1/2019,RIO-7TH ST SE-REPL,
4/1/2019,RIO-CENT-NEGW-REPL,
4/1/2019,South Mountain- Desert Classic Trail,165
4/1/2019,South Mountain-620 Trailhead,95
4/1/2019,South Mountain-Hau'Pal,
4/1/2019,South Mountain-Holbert Trail,79
4/1/2019,South Mountain-Judith Tunell Trail,7
4/1/2019,South Mountain-Kiwanis Trail ,
4/1/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/1/2019,South Mountain-Mormon Trail,314
4/1/2019,South Mountain-Pima Dirt Rd. ,715
4/1/2019,South Mountain-Pima West Loop,259
4/1/2019,South Mountain-Telegraph Pass Trail,236
4/2/2019,E - Camelback - Cholla Trail ,
4/2/2019,E - Camelback - Echo Canyon Trail,764
4/2/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,255
4/2/2019,E - Dreamy Draw Park - Trail 100,62
4/2/2019,E - Papago - 5K Fitness,219
4/2/2019,E - Papago - Archery,41
4/2/2019,E - Papago - Hole In The Rock,479
4/2/2019,E - PMP - 32nd St. Trailhead,258
4/2/2019,E - PMP - 40th St. Trailhead - East Access,181
4/2/2019,E - PMP - 40th St. Trailhead - Wash - West Access,457
4/2/2019,E - PMP - Piestewa Summit Trail,953
4/2/2019,E - PMP - Trail 200,
4/2/2019,E - PMP - Trail 304,210
4/2/2019,E - PMP - Trail8B - 7000 N. 36th,
4/2/2019,N - 25th St. and Acoma-Shadow Mtn N,27
4/2/2019,N - 7th Ave - Peoria-Mtn. View Park Access,91
4/2/2019,N - Apache Wash Replacement,
4/2/2019,N - Carefree Bridge - Cave Creek Wash,48
4/2/2019,N - Deem Hills - East - 39th Ave TH,40
4/2/2019,N - Deem Hills - West - 51st Ave TH,82
4/2/2019,N - Desert Hills - North - Ocotillo Trail,72
4/2/2019,N - Desert Hills - South - Sidewinder Trail,123
4/2/2019,N - Desert Vista TH - Hawk,107
4/2/2019,N - Lookout Mountain - 306 - North Side TH,433
4/2/2019,N - NMVC,178
4/2/2019,N - North Mountain - 44-Tower Road,0
4/2/2019,N - Shaw Butte TH,200
4/2/2019,N -15th Ave - Yucca-Shaw Butte SW,68
4/2/2019,N-NM TOWER TR 44 REPL,
4/2/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/2/2019,RIO SALADO 2875 S. 7th Street SE,
4/2/2019,RIO SALADO 3201 S. 16th Street SE,
4/2/2019,RIO-16ST-SE-REPL,
4/2/2019,RIO-7TH ST SE-REPL,
4/2/2019,RIO-CENT-NEGW-REPL,
4/2/2019,South Mountain- Desert Classic Trail,129
4/2/2019,South Mountain-620 Trailhead,74
4/2/2019,South Mountain-Hau'Pal,
4/2/2019,South Mountain-Holbert Trail,84
4/2/2019,South Mountain-Judith Tunell Trail,19
4/2/2019,South Mountain-Kiwanis Trail ,
4/2/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/2/2019,South Mountain-Mormon Trail,329
4/2/2019,South Mountain-Pima Dirt Rd. ,645
4/2/2019,South Mountain-Pima West Loop,192
4/2/2019,South Mountain-Telegraph Pass Trail,175
4/3/2019,E - Camelback - Cholla Trail ,
4/3/2019,E - Camelback - Echo Canyon Trail,802
4/3/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,315
4/3/2019,E - Dreamy Draw Park - Trail 100,121
4/3/2019,E - Papago - 5K Fitness,195
4/3/2019,E - Papago - Archery,114
4/3/2019,E - Papago - Hole In The Rock,677
4/3/2019,E - PMP - 32nd St. Trailhead,251
4/3/2019,E - PMP - 40th St. Trailhead - East Access,230
4/3/2019,E - PMP - 40th St. Trailhead - Wash - West Access,397
4/3/2019,E - PMP - Piestewa Summit Trail,1038
4/3/2019,E - PMP - Trail 200,
4/3/2019,E - PMP - Trail 304,137
4/3/2019,E - PMP - Trail8B - 7000 N. 36th,
4/3/2019,N - 25th St. and Acoma-Shadow Mtn N,54
4/3/2019,N - 7th Ave - Peoria-Mtn. View Park Access,117
4/3/2019,N - Apache Wash Replacement,
4/3/2019,N - Carefree Bridge - Cave Creek Wash,41
4/3/2019,N - Deem Hills - East - 39th Ave TH,20
4/3/2019,N - Deem Hills - West - 51st Ave TH,101
4/3/2019,N - Desert Hills - North - Ocotillo Trail,71
4/3/2019,N - Desert Hills - South - Sidewinder Trail,149
4/3/2019,N - Desert Vista TH - Hawk,134
4/3/2019,N - Lookout Mountain - 306 - North Side TH,469
4/3/2019,N - NMVC,209
4/3/2019,N - North Mountain - 44-Tower Road,0
4/3/2019,N - Shaw Butte TH,184
4/3/2019,N -15th Ave - Yucca-Shaw Butte SW,50
4/3/2019,N-NM TOWER TR 44 REPL,
4/3/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/3/2019,RIO SALADO 2875 S. 7th Street SE,
4/3/2019,RIO SALADO 3201 S. 16th Street SE,
4/3/2019,RIO-16ST-SE-REPL,
4/3/2019,RIO-7TH ST SE-REPL,
4/3/2019,RIO-CENT-NEGW-REPL,
4/3/2019,South Mountain- Desert Classic Trail,267
4/3/2019,South Mountain-620 Trailhead,108
4/3/2019,South Mountain-Hau'Pal,
4/3/2019,South Mountain-Holbert Trail,81
4/3/2019,South Mountain-Judith Tunell Trail,35
4/3/2019,South Mountain-Kiwanis Trail ,
4/3/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/3/2019,South Mountain-Mormon Trail,319
4/3/2019,South Mountain-Pima Dirt Rd. ,656
4/3/2019,South Mountain-Pima West Loop,276
4/3/2019,South Mountain-Telegraph Pass Trail,194
4/4/2019,E - Camelback - Cholla Trail ,
4/4/2019,E - Camelback - Echo Canyon Trail,924
4/4/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,320
4/4/2019,E - Dreamy Draw Park - Trail 100,108
4/4/2019,E - Papago - 5K Fitness,180
4/4/2019,E - Papago - Archery,65
4/4/2019,E - Papago - Hole In The Rock,243
4/4/2019,E - PMP - 32nd St. Trailhead,221
4/4/2019,E - PMP - 40th St. Trailhead - East Access,202
4/4/2019,E - PMP - 40th St. Trailhead - Wash - West Access,531
4/4/2019,E - PMP - Piestewa Summit Trail,857
4/4/2019,E - PMP - Trail 200,
4/4/2019,E - PMP - Trail 304,136
4/4/2019,E - PMP - Trail8B - 7000 N. 36th,
4/4/2019,N - 25th St. and Acoma-Shadow Mtn N,31
4/4/2019,N - 7th Ave - Peoria-Mtn. View Park Access,100
4/4/2019,N - Apache Wash Replacement,
4/4/2019,N - Carefree Bridge - Cave Creek Wash,32
4/4/2019,N - Deem Hills - East - 39th Ave TH,9
4/4/2019,N - Deem Hills - West - 51st Ave TH,72
4/4/2019,N - Desert Hills - North - Ocotillo Trail,68
4/4/2019,N - Desert Hills - South - Sidewinder Trail,130
4/4/2019,N - Desert Vista TH - Hawk,125
4/4/2019,N - Lookout Mountain - 306 - North Side TH,405
4/4/2019,N - NMVC,202
4/4/2019,N - North Mountain - 44-Tower Road,0
4/4/2019,N - Shaw Butte TH,196
4/4/2019,N -15th Ave - Yucca-Shaw Butte SW,80
4/4/2019,N-NM TOWER TR 44 REPL,
4/4/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/4/2019,RIO SALADO 2875 S. 7th Street SE,
4/4/2019,RIO SALADO 3201 S. 16th Street SE,
4/4/2019,RIO-16ST-SE-REPL,
4/4/2019,RIO-7TH ST SE-REPL,
4/4/2019,RIO-CENT-NEGW-REPL,
4/4/2019,South Mountain- Desert Classic Trail,163
4/4/2019,South Mountain-620 Trailhead,79
4/4/2019,South Mountain-Hau'Pal,
4/4/2019,South Mountain-Holbert Trail,59
4/4/2019,South Mountain-Judith Tunell Trail,37
4/4/2019,South Mountain-Kiwanis Trail ,
4/4/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/4/2019,South Mountain-Mormon Trail,283
4/4/2019,South Mountain-Pima Dirt Rd. ,669
4/4/2019,South Mountain-Pima West Loop,379
4/4/2019,South Mountain-Telegraph Pass Trail,215
4/5/2019,E - Camelback - Cholla Trail ,
4/5/2019,E - Camelback - Echo Canyon Trail,1068
4/5/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,308
4/5/2019,E - Dreamy Draw Park - Trail 100,88
4/5/2019,E - Papago - 5K Fitness,182
4/5/2019,E - Papago - Archery,38
4/5/2019,E - Papago - Hole In The Rock,708
4/5/2019,E - PMP - 32nd St. Trailhead,261
4/5/2019,E - PMP - 40th St. Trailhead - East Access,195
4/5/2019,E - PMP - 40th St. Trailhead - Wash - West Access,919
4/5/2019,E - PMP - Piestewa Summit Trail,1036
4/5/2019,E - PMP - Trail 200,
4/5/2019,E - PMP - Trail 304,166
4/5/2019,E - PMP - Trail8B - 7000 N. 36th,
4/5/2019,N - 25th St. and Acoma-Shadow Mtn N,37
4/5/2019,N - 7th Ave - Peoria-Mtn. View Park Access,88
4/5/2019,N - Apache Wash Replacement,
4/5/2019,N - Carefree Bridge - Cave Creek Wash,42
4/5/2019,N - Deem Hills - East - 39th Ave TH,25
4/5/2019,N - Deem Hills - West - 51st Ave TH,85
4/5/2019,N - Desert Hills - North - Ocotillo Trail,89
4/5/2019,N - Desert Hills - South - Sidewinder Trail,124
4/5/2019,N - Desert Vista TH - Hawk,151
4/5/2019,N - Lookout Mountain - 306 - North Side TH,442
4/5/2019,N - NMVC,176
4/5/2019,N - North Mountain - 44-Tower Road,0
4/5/2019,N - Shaw Butte TH,197
4/5/2019,N -15th Ave - Yucca-Shaw Butte SW,55
4/5/2019,N-NM TOWER TR 44 REPL,
4/5/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/5/2019,RIO SALADO 2875 S. 7th Street SE,
4/5/2019,RIO SALADO 3201 S. 16th Street SE,
4/5/2019,RIO-16ST-SE-REPL,
4/5/2019,RIO-7TH ST SE-REPL,
4/5/2019,RIO-CENT-NEGW-REPL,
4/5/2019,South Mountain- Desert Classic Trail,168
4/5/2019,South Mountain-620 Trailhead,97
4/5/2019,South Mountain-Hau'Pal,
4/5/2019,South Mountain-Holbert Trail,71
4/5/2019,South Mountain-Judith Tunell Trail,60
4/5/2019,South Mountain-Kiwanis Trail ,
4/5/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/5/2019,South Mountain-Mormon Trail,272
4/5/2019,South Mountain-Pima Dirt Rd. ,708
4/5/2019,South Mountain-Pima West Loop,347
4/5/2019,South Mountain-Telegraph Pass Trail,209
4/6/2019,E - Camelback - Cholla Trail ,
4/6/2019,E - Camelback - Echo Canyon Trail,1310
4/6/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,504
4/6/2019,E - Dreamy Draw Park - Trail 100,148
4/6/2019,E - Papago - 5K Fitness,315
4/6/2019,E - Papago - Archery,83
4/6/2019,E - Papago - Hole In The Rock,863
4/6/2019,E - PMP - 32nd St. Trailhead,370
4/6/2019,E - PMP - 40th St. Trailhead - East Access,287
4/6/2019,E - PMP - 40th St. Trailhead - Wash - West Access,975
4/6/2019,E - PMP - Piestewa Summit Trail,1472
4/6/2019,E - PMP - Trail 200,
4/6/2019,E - PMP - Trail 304,283
4/6/2019,E - PMP - Trail8B - 7000 N. 36th,
4/6/2019,N - 25th St. and Acoma-Shadow Mtn N,38
4/6/2019,N - 7th Ave - Peoria-Mtn. View Park Access,182
4/6/2019,N - Apache Wash Replacement,
4/6/2019,N - Carefree Bridge - Cave Creek Wash,70
4/6/2019,N - Deem Hills - East - 39th Ave TH,42
4/6/2019,N - Deem Hills - West - 51st Ave TH,169
4/6/2019,N - Desert Hills - North - Ocotillo Trail,105
4/6/2019,N - Desert Hills - South - Sidewinder Trail,186
4/6/2019,N - Desert Vista TH - Hawk,246
4/6/2019,N - Lookout Mountain - 306 - North Side TH,554
4/6/2019,N - NMVC,372
4/6/2019,N - North Mountain - 44-Tower Road,0
4/6/2019,N - Shaw Butte TH,233
4/6/2019,N -15th Ave - Yucca-Shaw Butte SW,81
4/6/2019,N-NM TOWER TR 44 REPL,
4/6/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/6/2019,RIO SALADO 2875 S. 7th Street SE,
4/6/2019,RIO SALADO 3201 S. 16th Street SE,
4/6/2019,RIO-16ST-SE-REPL,
4/6/2019,RIO-7TH ST SE-REPL,
4/6/2019,RIO-CENT-NEGW-REPL,
4/6/2019,South Mountain- Desert Classic Trail,308
4/6/2019,South Mountain-620 Trailhead,254
4/6/2019,South Mountain-Hau'Pal,
4/6/2019,South Mountain-Holbert Trail,180
4/6/2019,South Mountain-Judith Tunell Trail,66
4/6/2019,South Mountain-Kiwanis Trail ,
4/6/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/6/2019,South Mountain-Mormon Trail,670
4/6/2019,South Mountain-Pima Dirt Rd. ,1254
4/6/2019,South Mountain-Pima West Loop,491
4/6/2019,South Mountain-Telegraph Pass Trail,309
4/7/2019,E - Camelback - Cholla Trail ,
4/7/2019,E - Camelback - Echo Canyon Trail,1118
4/7/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,514
4/7/2019,E - Dreamy Draw Park - Trail 100,121
4/7/2019,E - Papago - 5K Fitness,250
4/7/2019,E - Papago - Archery,64
4/7/2019,E - Papago - Hole In The Rock,829
4/7/2019,E - PMP - 32nd St. Trailhead,431
4/7/2019,E - PMP - 40th St. Trailhead - East Access,321
4/7/2019,E - PMP - 40th St. Trailhead - Wash - West Access,576
4/7/2019,E - PMP - Piestewa Summit Trail,1389
4/7/2019,E - PMP - Trail 200,
4/7/2019,E - PMP - Trail 304,262
4/7/2019,E - PMP - Trail8B - 7000 N. 36th,
4/7/2019,N - 25th St. and Acoma-Shadow Mtn N,39
4/7/2019,N - 7th Ave - Peoria-Mtn. View Park Access,151
4/7/2019,N - Apache Wash Replacement,
4/7/2019,N - Carefree Bridge - Cave Creek Wash,114
4/7/2019,N - Deem Hills - East - 39th Ave TH,37
4/7/2019,N - Deem Hills - West - 51st Ave TH,158
4/7/2019,N - Desert Hills - North - Ocotillo Trail,130
4/7/2019,N - Desert Hills - South - Sidewinder Trail,167
4/7/2019,N - Desert Vista TH - Hawk,236
4/7/2019,N - Lookout Mountain - 306 - North Side TH,718
4/7/2019,N - NMVC,345
4/7/2019,N - North Mountain - 44-Tower Road,0
4/7/2019,N - Shaw Butte TH,235
4/7/2019,N -15th Ave - Yucca-Shaw Butte SW,59
4/7/2019,N-NM TOWER TR 44 REPL,
4/7/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/7/2019,RIO SALADO 2875 S. 7th Street SE,
4/7/2019,RIO SALADO 3201 S. 16th Street SE,
4/7/2019,RIO-16ST-SE-REPL,
4/7/2019,RIO-7TH ST SE-REPL,
4/7/2019,RIO-CENT-NEGW-REPL,
4/7/2019,South Mountain- Desert Classic Trail,261
4/7/2019,South Mountain-620 Trailhead,229
4/7/2019,South Mountain-Hau'Pal,
4/7/2019,South Mountain-Holbert Trail,174
4/7/2019,South Mountain-Judith Tunell Trail,55
4/7/2019,South Mountain-Kiwanis Trail ,
4/7/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/7/2019,South Mountain-Mormon Trail,638
4/7/2019,South Mountain-Pima Dirt Rd. ,1095
4/7/2019,South Mountain-Pima West Loop,419
4/7/2019,South Mountain-Telegraph Pass Trail,319
4/8/2019,E - Camelback - Cholla Trail ,
4/8/2019,E - Camelback - Echo Canyon Trail,576
4/8/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,225
4/8/2019,E - Dreamy Draw Park - Trail 100,61
4/8/2019,E - Papago - 5K Fitness,142
4/8/2019,E - Papago - Archery,59
4/8/2019,E - Papago - Hole In The Rock,434
4/8/2019,E - PMP - 32nd St. Trailhead,232
4/8/2019,E - PMP - 40th St. Trailhead - East Access,162
4/8/2019,E - PMP - 40th St. Trailhead - Wash - West Access,256
4/8/2019,E - PMP - Piestewa Summit Trail,762
4/8/2019,E - PMP - Trail 200,
4/8/2019,E - PMP - Trail 304,92
4/8/2019,E - PMP - Trail8B - 7000 N. 36th,
4/8/2019,N - 25th St. and Acoma-Shadow Mtn N,13
4/8/2019,N - 7th Ave - Peoria-Mtn. View Park Access,82
4/8/2019,N - Apache Wash Replacement,
4/8/2019,N - Carefree Bridge - Cave Creek Wash,3
4/8/2019,N - Deem Hills - East - 39th Ave TH,24
4/8/2019,N - Deem Hills - West - 51st Ave TH,71
4/8/2019,N - Desert Hills - North - Ocotillo Trail,56
4/8/2019,N - Desert Hills - South - Sidewinder Trail,71
4/8/2019,N - Desert Vista TH - Hawk,81
4/8/2019,N - Lookout Mountain - 306 - North Side TH,249
4/8/2019,N - NMVC,128
4/8/2019,N - North Mountain - 44-Tower Road,0
4/8/2019,N - Shaw Butte TH,93
4/8/2019,N -15th Ave - Yucca-Shaw Butte SW,49
4/8/2019,N-NM TOWER TR 44 REPL,
4/8/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/8/2019,RIO SALADO 2875 S. 7th Street SE,
4/8/2019,RIO SALADO 3201 S. 16th Street SE,
4/8/2019,RIO-16ST-SE-REPL,
4/8/2019,RIO-7TH ST SE-REPL,
4/8/2019,RIO-CENT-NEGW-REPL,
4/8/2019,South Mountain- Desert Classic Trail,89
4/8/2019,South Mountain-620 Trailhead,60
4/8/2019,South Mountain-Hau'Pal,
4/8/2019,South Mountain-Holbert Trail,33
4/8/2019,South Mountain-Judith Tunell Trail,6
4/8/2019,South Mountain-Kiwanis Trail ,
4/8/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/8/2019,South Mountain-Mormon Trail,129
4/8/2019,South Mountain-Pima Dirt Rd. ,507
4/8/2019,South Mountain-Pima West Loop,207
4/8/2019,South Mountain-Telegraph Pass Trail,133
4/9/2019,E - Camelback - Cholla Trail ,
4/9/2019,E - Camelback - Echo Canyon Trail,544
4/9/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,211
4/9/2019,E - Dreamy Draw Park - Trail 100,30
4/9/2019,E - Papago - 5K Fitness,134
4/9/2019,E - Papago - Archery,40
4/9/2019,E - Papago - Hole In The Rock,260
4/9/2019,E - PMP - 32nd St. Trailhead,209
4/9/2019,E - PMP - 40th St. Trailhead - East Access,163
4/9/2019,E - PMP - 40th St. Trailhead - Wash - West Access,158
4/9/2019,E - PMP - Piestewa Summit Trail,735
4/9/2019,E - PMP - Trail 200,
4/9/2019,E - PMP - Trail 304,112
4/9/2019,E - PMP - Trail8B - 7000 N. 36th,
4/9/2019,N - 25th St. and Acoma-Shadow Mtn N,20
4/9/2019,N - 7th Ave - Peoria-Mtn. View Park Access,84
4/9/2019,N - Apache Wash Replacement,
4/9/2019,N - Carefree Bridge - Cave Creek Wash,15
4/9/2019,N - Deem Hills - East - 39th Ave TH,14
4/9/2019,N - Deem Hills - West - 51st Ave TH,62
4/9/2019,N - Desert Hills - North - Ocotillo Trail,31
4/9/2019,N - Desert Hills - South - Sidewinder Trail,81
4/9/2019,N - Desert Vista TH - Hawk,50
4/9/2019,N - Lookout Mountain - 306 - North Side TH,261
4/9/2019,N - NMVC,115
4/9/2019,N - North Mountain - 44-Tower Road,0
4/9/2019,N - Shaw Butte TH,88
4/9/2019,N -15th Ave - Yucca-Shaw Butte SW,61
4/9/2019,N-NM TOWER TR 44 REPL,
4/9/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/9/2019,RIO SALADO 2875 S. 7th Street SE,
4/9/2019,RIO SALADO 3201 S. 16th Street SE,
4/9/2019,RIO-16ST-SE-REPL,
4/9/2019,RIO-7TH ST SE-REPL,
4/9/2019,RIO-CENT-NEGW-REPL,
4/9/2019,South Mountain- Desert Classic Trail,102
4/9/2019,South Mountain-620 Trailhead,70
4/9/2019,South Mountain-Hau'Pal,
4/9/2019,South Mountain-Holbert Trail,41
4/9/2019,South Mountain-Judith Tunell Trail,16
4/9/2019,South Mountain-Kiwanis Trail ,
4/9/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/9/2019,South Mountain-Mormon Trail,179
4/9/2019,South Mountain-Pima Dirt Rd. ,421
4/9/2019,South Mountain-Pima West Loop,137
4/9/2019,South Mountain-Telegraph Pass Trail,130
4/10/2019,E - Camelback - Cholla Trail ,
4/10/2019,E - Camelback - Echo Canyon Trail,749
4/10/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,264
4/10/2019,E - Dreamy Draw Park - Trail 100,104
4/10/2019,E - Papago - 5K Fitness,188
4/10/2019,E - Papago - Archery,26
4/10/2019,E - Papago - Hole In The Rock,378
4/10/2019,E - PMP - 32nd St. Trailhead,257
4/10/2019,E - PMP - 40th St. Trailhead - East Access,186
4/10/2019,E - PMP - 40th St. Trailhead - Wash - West Access,184
4/10/2019,E - PMP - Piestewa Summit Trail,749
4/10/2019,E - PMP - Trail 200,
4/10/2019,E - PMP - Trail 304,113
4/10/2019,E - PMP - Trail8B - 7000 N. 36th,
4/10/2019,N - 25th St. and Acoma-Shadow Mtn N,27
4/10/2019,N - 7th Ave - Peoria-Mtn. View Park Access,108
4/10/2019,N - Apache Wash Replacement,
4/10/2019,N - Carefree Bridge - Cave Creek Wash,28
4/10/2019,N - Deem Hills - East - 39th Ave TH,17
4/10/2019,N - Deem Hills - West - 51st Ave TH,72
4/10/2019,N - Desert Hills - North - Ocotillo Trail,33
4/10/2019,N - Desert Hills - South - Sidewinder Trail,110
4/10/2019,N - Desert Vista TH - Hawk,116
4/10/2019,N - Lookout Mountain - 306 - North Side TH,343
4/10/2019,N - NMVC,157
4/10/2019,N - North Mountain - 44-Tower Road,0
4/10/2019,N - Shaw Butte TH,92
4/10/2019,N -15th Ave - Yucca-Shaw Butte SW,50
4/10/2019,N-NM TOWER TR 44 REPL,
4/10/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/10/2019,RIO SALADO 2875 S. 7th Street SE,
4/10/2019,RIO SALADO 3201 S. 16th Street SE,
4/10/2019,RIO-16ST-SE-REPL,
4/10/2019,RIO-7TH ST SE-REPL,
4/10/2019,RIO-CENT-NEGW-REPL,
4/10/2019,South Mountain- Desert Classic Trail,182
4/10/2019,South Mountain-620 Trailhead,91
4/10/2019,South Mountain-Hau'Pal,
4/10/2019,South Mountain-Holbert Trail,74
4/10/2019,South Mountain-Judith Tunell Trail,184
4/10/2019,South Mountain-Kiwanis Trail ,
4/10/2019,South Mountain-Ma-Ha-Tuak Perimeter,
4/10/2019,South Mountain-Mormon Trail,211
4/10/2019,South Mountain-Pima Dirt Rd. ,516
4/10/2019,South Mountain-Pima West Loop,207
4/10/2019,South Mountain-Telegraph Pass Trail,142
4/11/2019,E - Camelback - Cholla Trail ,
4/11/2019,E - Camelback - Echo Canyon Trail,752
4/11/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,266
4/11/2019,E - Dreamy Draw Park - Trail 100,106
4/11/2019,E - Papago - 5K Fitness,185
4/11/2019,E - Papago - Archery,41
4/11/2019,E - Papago - Hole In The Rock,459
4/11/2019,E - PMP - 32nd St. Trailhead,246
4/11/2019,E - PMP - 40th St. Trailhead - East Access,219
4/11/2019,E - PMP - 40th St. Trailhead - Wash - West Access,256
4/11/2019,E - PMP - Piestewa Summit Trail,798
4/11/2019,E - PMP - Trail 200,
4/11/2019,E - PMP - Trail 304,123
4/11/2019,E - PMP - Trail8B - 7000 N. 36th,
4/11/2019,N - 25th St. and Acoma-Shadow Mtn N,28
4/11/2019,N - 7th Ave - Peoria-Mtn. View Park Access,124
4/11/2019,N - Apache Wash Replacement,
4/11/2019,N - Carefree Bridge - Cave Creek Wash,33
4/11/2019,N - Deem Hills - East - 39th Ave TH,20
4/11/2019,N - Deem Hills - West - 51st Ave TH,99
4/11/2019,N - Desert Hills - North - Ocotillo Trail,92
4/11/2019,N - Desert Hills - South - Sidewinder Trail,125
4/11/2019,N - Desert Vista TH - Hawk,116
4/11/2019,N - Lookout Mountain - 306 - North Side TH,394
4/11/2019,N - NMVC,194
4/11/2019,N - North Mountain - 44-Tower Road,0
4/11/2019,N - Shaw Butte TH,101
4/11/2019,N -15th Ave - Yucca-Shaw Butte SW,52
4/11/2019,N-NM TOWER TR 44 REPL,
4/11/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
4/11/2019,RIO SALADO 2875 S. 7th Street SE,
4/11/2019,RIO SALADO 3201 S. 16th Street SE,
4/11/2019,RIO-16ST-SE-REPL,
4/11/2019,RIO-7TH ST SE-REPL,
4/11/2019,RIO-CENT-NEGW-REPL,
4/11/2019,South Mountain- Desert Classic Trail,239
4/11/2019,South Mountain-620 Trailhead,107
4/11/2019,South Mountain-Hau'Pal,
4/11/2019,South Mountain-Holbert Trail,61
4/11/2019,South Mountain-Judith Tunell Trail,21
4/11/2019,South Mountain-Kiwanis Trail ,
